ID,Translation
56592,7 - अ ० सा ० 3 राम ठेल दास सूचनादाता का चाचा है तथा इस मामले में घायल व्यक्तियों में से एक है ।
56593,"मेरी राय में, यह एक दुर्भावनापूर्ण कार्यवाही प्रतीत होती है जो आगे बढ़ने योग्य नहीं है ।"
56594,"मृत्यु के उपरांत, मृतक के शव का पोस्टमार्टम परीक्षण JLNH, भागलपुर में किया गया था ।"
56595,दांडिक अपील ( SJ ) सं ० 247 वर्ष 1995 के अपीलार्थीगण मुंशी प्रेमचंद सिंह एवं गोपाल सिंह हैं ।
56596,"वह कथन करती है कि जब वह रेलगाड़ी से उतरी थी, उसने छपरा रेलवे स्टेशन पर एक भी यात्री को नहीं पाया था ।"
56597,वह यह भी स्वीकार करती है कि उसे छपरा रेलवे स्टेशन से लगभग आधे किलोमीटर की दूरी पर ले जाया गया था ।
56598,उसने बचाव पक्ष से इनकार किया है कि उसे राष्ट्रीय राजमार्ग पर अवस्थित एक होटल में पुलिस द्वारा बरामद किया गया था ।
56599,वह कथन करता है कि उसने बाद में चिकित्सीय रिपोर्ट प्राप्त किया था तथा अन्वेषण के समापन पर मामले में आरोप पत्र प्रस्तुत किया था ।
56600,13. यह भी निवेदन किया गया है कि अभियोजन द्वारा आख्यापित वृत्तांत किसी भी प्रकार से विश्वसनीय नहीं है ।
56601,स्वीकार्यतः सुसंगत समय पर कोई वासुदेव यादव विवादित जमीनों का भूस्वामी / रैयत था ।
56602,"विद्वान अधिवक्ता के अनुसार, जब वादी का आवेदन प्राप्त हुआ था, एक रिपोर्ट मांगी गयी थी ।"
56603,"इस गवाह के अनुसार, घटना घटित होने के उपरांत यह व्यक्ति घटना स्थल पहुंचा था ।"
56604,यह अवमान आवेदन के निस्तारण के समय इस न्यायालय की पोषणीयता के विरुद्ध पक्ष नहीं ले सकता है ।
56605,2 - याची उस समय कैमूर जिले में भगवानपुर जोन में पदस्थापित एक राजस्व कर्मचारी था ।
56606,अपने आप पर जिम्मेदारी लेने के कारण अपने बचाव को बाद में ही सिद्ध करना याची का दायित्व था ।
56607,( vii ) क्या वादी वाद परिसर से प्रतिवादी की बेदखली के लिए एक डिक्री की हकदार है?
56608,उसके पति की मृत्यु पर उत्तरजीविता के सिद्धांत के अनुसार सम्पत्ति प्रतिवादी को अंतरित हो गयी थी ।
56609,वे जिला एवं अनुमंडल के सभी सहायक अभियोजन पदाधिकारियों के नियंत्रक पदाधिकारी होंगे ।
56610,"अतएव, निर्णित ऋणी द्वारा निजी विक्रय तथा न्यायालय द्वारा किये गये बिक्री के बीच एक अंतर है ।"
56611,बस में दोनों यात्रियों के शरीर में कुछ निषिद्ध सामग्री छुपाये जाने का संदेह था ।
56612,उक्त घटना उसके द्वारा तथा पूर्वोक्त व्यक्तियों तथा चौकीदार के पड़ोसियों द्वारा भी देखी गयी थी ।
56613,ऐसी दशा में विश्वविद्यालय चयन समिति की अनुशंसा की तिथि से प्रभावी होगा ।
56614,जो राज्य सरकार द्वारा नियुक्त बिहार राज्य सड़क परिवहन निगम के प्रशासन के लिए जिम्मेदार होगा ।
56615,प्रदर्श 11 एवं 11 / 1 मृतक एवं बस के चालक के चालक लाईसेंस हैं ।
56616,"इसमें निम्नांकित सदस्य सम्मिलित होंगेः - ( i) महाविद्यालय का प्राचार्य, पदेन;"
56617,इस चरण में साक्ष्य तथा प्रतिपरीक्षा दोनों ही अभियोजन मामले के सुसंगत हैं ।
56618,सूचनादाता का परिचर शिवनागम गौशाला में भैंस को बांधने के लिए निकला था ।
56619,प्रतिवादी के अनुसार उनके बीच विभाजन काफी पहले वर्ष 1955 के दौरान किसी समय हुआ था ।
56620,मैंने अभिवचन तथा अवर अपीलीय न्यायालय एवं विचारण न्यायालय के निष्कर्षों का भी अवलोकन किया है ।
56621,सह - वारिस के कब्जे को सभी सह - उत्तराधिकारियों का कब्जा माना जाता है ।
56622,"वस्तुतः, मृतक - अपीलार्थी के पूर्वोक्त वारिस तथा वैधानिक प्रतिनिधि पूर्वोक्ता अंतर्वर्ती आवेदन में आवेदकगण हैं ।"
56623,प्रहार के लिए उकसाये जाने के समय अभियुक्त व्यक्ति उससे 15 से 20 गज की दूरी पर थे ।
56624,( vi ) कनीय परीक्षा में प्राप्त अंकों के आधार पर पृथक रूप से चयन किया जायेगा ।
56625,वादी का मामला संक्षेप में यह है कि मसऊद अहमदी वाद संपत्ति का मालिक था ।
56626,नियोक्ता के इस निर्णय पर किसी हस्तक्षेप की आवश्यकता समिति द्वारा अनुभव की गयी प्रतीत नहीं होती है ।
56627,"इस दौरान, अपीलार्थीगण अशोक डोम, लूडन डोम एवं गणेश डोम की स्थिति पर आये थे ।"
56628,अधिवक्ता डोमन की पत्नी एवं पुत्री अपनी माता के बचाव में नहीं आयी थी ।
56629,उपरोक्त निर्दिष्ट दोनों मामले एक ही सम्पत्ति से संबंधित हैं तथा पटना उच्च न्यायालय में लंबित हैं ।
56630,घटना स्थल सूचनादाता के कार्यालय का दक्षिणी दरवाजा है जो सड़क की ओर खुलता है ।
56631,इसके प्रतिकूल यह देखना उनका दायित्व होगा कि ऐसे नियम का कठोरतापूर्वक अनुपालन किया जाना चाहिए ।
56632,स्वर्गीय हरयान रसीद याची बीबी हुसैन की पत्नी विपक्षी पक्षकार सं ० 2 की पुत्रवधु है ।
56633,प्रतिवादी का यह भी मामला है कि वादी की आवश्यकता युक्तियुक्त एवं सद्भावी नहीं है ।
56634,"इस प्रकार, अपीलार्थीगण यथापूर्वोक्त आरोपों से तथा यथा पूर्वोक्त दोषसिद्धि से दोषमुक्त किये जाने के हकदार हैं ।"
56635,उच्च न्यायालय द्वारा अभिलिखित कारण ठोस एवं अकाट्य हैं तथा उच्च न्यायालय ने उन्हें प्रभावित किया है ।
56636,प्रति शपथ पत्र में बयान के आधार पर राज्य के अधिवक्ता का यही मामला है ।
56637,प्रतिवादीगण की ओर से छायाचित्रों की परीक्षा समेत एक विस्तृत परीक्षा की गयी थी ।
56638,अन्वेषण पदाधिकारी ने एक नामनिर्दिष्ट व्यक्ति तथा एक गैर नामनिर्धारित व्यक्ति के विरुद्ध अभिकथन को सही पाया था ।
56639,"तथापि, अधिनियम की धारा 52 न्यायाधीशों के ध्यान में लायी गयी प्रतीत नहीं होती है ।"
56640,नेत्रदास अकादमी के प्रांगण में चार मंजिला इमारत से घिरी एक दो मंजली इमारत थी ।
56641,वर्तमान मामले में वादीगण तथा प्रतिवादी सं ० 1 भी राज काली के पति के प्रतिनियुक्त हैं ।
56642,"दूसरी ओर, प्रतिवादीगण - अपीलार्थीगण ने दावा किया कि ये अपीलार्थियों की स्वअर्जित संपत्तियां हैं ।"
56643,निर्णय के प्रथम एवं अंतिम पृष्ठ आवश्यक कार्यवाही के लिए विद्वान न्यायमित्र के हवाले किये जाएं ।
56644,जिसका अर्थ होगा सरकारी तथा अत्याधुनिक विद्यालय जो 5 वीं कक्षा तक शिक्षा प्रदान करते हैं ।
56645,इन 12 में से 862 शीर्षक उर्दू भाषा के होंगे और शेष 21678 सामान्य प्रकृति के होंगे ।
56646,अभियुक्त को यह विकल्प दिया जाना चाहिए कि वह ऐसी परीक्षा आयोजित करना चाहता है या नहीं ।
56647,वर्तमान मामले के तथ्यों में अन्वेषण पदाधिकारी द्वारा दाखिल आवेदन अति आपत्तिजनक तथा प्रकटात्मक था ।
56648,प्रभारित किये जाने की तिथि के 60 दिनों के उपरांत बकाया करों के बराबर शास्ति अधिरोपित की जानी है ।
56649,माननीय हनुमान गुप्ता एवं न्यायमूर्तिगण नवनीति प्रसाद सिंह भारत संघ एवं अन्य बनाम विकास कुमार
56650,प्रत्युत्तर में प्रतिवादी का यह मामला नहीं है कि सम्पत्तियां संयुक्त परिवार की सम्पत्ति नहीं है ।
56651,"माननीय रमेश कुमार दत्ता एवं सुधीर सिंह, न्यायमूर्तिगण संजय मिश्रा बनाम बिहार राज्य एवं अन्य"
56652,परन्तु यह कि यह उपधारा राज्य सरकार द्वारा इसे प्रदत्त शक्ति के इस्तेमाल के अधीन बनाई जायेगी ।
56653,आग्नेयायुध द्वारा कारित मृत्यु पूर्व उपहतियों से कारित रक्तस्राव तथा सदमा मृत्यु का कारण था ।
56654,"V. क्या दुर्घटना के समय, पूर्वोक्त ट्रक विपक्षी संख्या 3 के साथ बीमित था?"
56655,इसके परिणामतः दावा याचिका अस्वीकार कर दी गयी थी जो वर्तमान अपील की विषय वस्तु है ।
56656,"अतएव, सबसे पहले यह देखा जाना चाहिए कि क्या स्वामी की अनुपस्थिति में अपील पोषणीय है?"
56657,"53 - पूर्व में, यह अभिनिर्धारित करना आवश्यक होगा कि भारत में तम्बाकू का व्यवसाय अनुज्ञेय है ।"
56658,"अभियुक्त व्यक्तियों में से कुछ, अर्थात्, राजू सिंह, अभिमन्यु सिंह ने उसके भाई के साथ हाथापाई की थी ।"
56659,( vii ) क्या वाद सम्पत्ति में संयुक्त कब्जे की एकता है और पक्षकार का हित है?
56660,इसी बहाने पर सहमति एक वैध समझौता नहीं होगा विशेषकर तब जब पीड़िता एक अवयस्क है ।
56661,"माननीय प्रकाश चन्द्र जायसवाल, न्यायमूर्ति जान मिश्रा एवं अन्य बनाम युवराज सिंह एवं अन्य ।"
56662,"मंच लगभग 2 - 2 % के उच्चतर हाथ के साथ दो लम्बी भुजाएँ, दो चौड़ी भुजाएं थी ।"
56663,विवाह के उपरांत उसके विवाह के अगले दिन उसकी पुत्री अपने ससुराल गयी थी ।
56664,सूचनादाता ने केवल अपनी प्रधान परीक्षा में अभियुक्त व्यक्तियों द्वारा उसे जाल बिछाये जाने का कथन किया है ।
56665,सूचनादाता की पूर्वोक्त परिसाक्ष्य भी लिखित रिपोर्ट में यथा अभिकथित अभियोजन मामले के पूर्णतः विरोधात्मक है ।
56666,उपलब्ध नकद के तौर पर इसे मात्रा पत्रक के विक्रय से संलग्न किये जाने की अपेक्षा नहीं की गयी थी ।
56667,"याची संख्या 1 खरीददार था जबकि याची संख्याओं 2, 3 एवं 4 विक्रेता हैं ।"
56668,मृतक का शव कमरे के सामने आंगन में पूर्ण रूप से जला हुआ पाया गया था ।
56669,"जिस दिन उसका संपत्ति पर कब्जा हुआ था, उसने संपत्ति का मालिक होने का दावा किया था ।"
56670,22 - दांडिक विधि शास्त्र अपराध के स्वरूप के अनुपात में दंड का अधिरोपण होना इंगित करता है ।
56671,न्यायिक पदाधिकारी की राय तथा बोर्ड का पारिणामिक निर्णय ही प्रश्नाधीन है ।
56672,स्पष्ट रूप से घोड़े के आगे गाड़ी का इस्तेमाल करना और एक स्व - उपहति कारित करना एक दिलचस्प बात है ।
56673,जो उसकी राय में इस अधिनियम के अधीन किसी कार्यवाही के लिए उपयोगी या सुसंगत होगा ।
56674,विधायी आशय के संदर्भ में देने का सर्वोत्तम तरीका शाब्दिक निर्वचन देना होगा ।
56675,"( i) क्षेत्रीय परिषद् का गठन और वह ढंग, जिस ढंग से क्षेत्रीय परिषद के सदस्यों का चुनाव किया जाएगाः"
56676,(2) उच्चतम न्यायालय का प्रत्येक न्यायाधीश बिना किराये के भुगतान के आधिकारिक निवास के इस्तेमाल का हकदार होगा ।
56677,"42 - राज्य पेंशन, अर्थात्, राज्य द्वारा या राज्य के समेकित कोष से देय पेंशन ।"
56678,"241 - तमिलनाडु भूमि सुधार ( भूमि पर हदबंदी की नियतिकरण) द्वितीय संशोधन अधिनियम, 1979 ( तमिल नाडु अधिनियम 8 वर्ष 1980 ) ।"
56679,"244 - तमिलनाडु भूमि सुधार ( जमीन पर हदबंदी की सीमा नियत करना ) दूसरा संशोधन अधिनियम, 1983 ( तमिल नाडु अधिनियम 2 वर्ष 1984 ) ।"
56680,"276 - तमिलनाडु भूमि सुधार ( भूमि पर हदबंदी की नियतिकरण) द्वितीय संशोधन अधिनियम, 1987 ( तमिल नाडु अधिनियम 4 वर्ष 1988) ।"
56681,"( iv ) की प्रविष्टि 45 में सूची ॥ या सूची तृतीय के शब्दों एवं आंकड़ों के लिए इस सूची के शब्दों को प्रतिस्थापित किया जाएगा । """
56682,"( ii) परिसंपत्तियों के किसी प्रखंड के मामले में, उसके लिखित अवमूल्यन मूल्य पर ऐसा प्रतिशत जो विहित किया जाएः"
56683,"( iii ) जहां व्यवसाय उप - धारा 8 के खंड ( ग ) के उप - खंड ( III ) में निर्दिष्ट प्रकृति का है, ऐसे व्यवसाय,"
56684,"( a) 1 मार्च, 1983 के पहले विहित प्राधिकार द्वारा ग्रामीण विकास का कार्यक्रम अनुमोदित किया गया था और"
56685,"43B. इस अधिनियम के किसी अन्य प्रावधान में कुछ भी अंतर्विष्ट होते हुए भी, इस अधिनियम की अधीन अन्यथा अनुज्ञेय कटौती के संबंध में"
56686,( v ) जहां पूंजी आस्ति किसी कम्पनी का एक हिस्सा या स्टॉक होने के नाते निर्धारिती की संपत्ति बन गयी थी
56687,"( a) किसी पिछले वर्ष में पूर्णतः या आंशिक रूप से वार्षिकी योजना के समर्पण के कारण, या"
56688,(1B ) उपधाराओं (1) तथा (1A ) के प्रयोजनों के लिए लाभ की कटौती की सीमा ऐसी राशि होगी जो
56689,"( c) 1 अप्रैल, 1999 के पहले किसी भी समय विहित प्राधिकार 80 द्वारा अस्थायी रूप से अनुमोदित है ।"
56690,"( घ ) जहां वादी या प्रतिवादी एक अवयस्क या अस्वस्थ मन का व्यक्ति है, उस प्रभाव का एक कथन,"
56691,"(2) जहां वादी को उप - नियम (1) के अधीन सूचना दी जाती है, वादी न्यायालय के समक्ष एक आवेदन कर सकता है ।"
56692,4 - दायें क्यूबिल फोसा ( कोहनी के जोड़ के सामने ) में 6 से 0 वर्गमीटर माप वाला एक निलगुन का चिन्ह ।
56693,( b ) यह कि किसी व्यक्ति को केन्द्र सरकार द्वारा एक राज्य का प्रधान होना मान्यकृत किया गया है या नहीं ।
56694,"जहाँ तक सिविल न्यायपालिका के न्यायालयों की प्रक्रिया से संबंधित विधियों को समेकित तथा संशोधित करना समीचीन है,"
56695,7 - अपीलीय न्यायालय के निष्कर्ष के सुसंगत अंश को उत्कथित करना उपयोगी होगा जो निम्नवत् है :
56696,न्यायिक संयम के मामले के तौर पर जनता की राय का आकलन करने का कार्य विधायकों पर छोड़ देना जनता का काम है ।
56697,बाद में वादी के वेतन से 1. 9. 1973 से 31. 8. 1975 तक की अवधि के लिए प्रति महीने 100 रुपये के हिसाब से दंडात्मक किराये की कटौती कर दी गयी थी ।
56698,"अतएव, मामले के पूर्वोक्त तथ्यों तथा परिस्थितियों की दृष्टि में अपीलार्थी संदेह के लाभ का हकदार है ।"
56699,"जहां तक दंडादेश का संबंध है, यह कथित किया गया है कि अपीलार्थी 12 वर्षों से अधिक समय से कारागार में है ।"
56700,9 - इस आदेश की एक प्रतिलिपि विद्वान न्यायमित्र तथा विद्वान महाधिवक्ता को कल तक दी जाए ।
56701,3 - विवादित मामला प्रत्यर्थी - रिट याची को प्रदत्त हथियार रखने की उसकी अनुज्ञप्ति है ।
56702,वाद भूमि की पड़ोस में कोई हरिजन का घर नहीं है और यह पक्की जमीन है ।
56703,"अपीलार्थीगण के अनुसार, वर्तमान मामला अपीलार्थियों द्वारा दाखिल उत्तर पूर्वी मामले का एक जवाबी मामला है ।"
56704,वह याची के लाभ के लिए प्रभावी नहीं हो सकता है जहां तक अनुशासनिक कार्यवाही का संबंध है ।
56705,गोविंद महतो की मृत्यु के उपरांत वाद भूमि की खेतीबाड़ी के संबंध में परिवार में मतभेद था ।
56706,"अतएव, वेतन के अधिकार समेत ये अधिकार पद पर वैध एवं वैधानिक नियुक्ति से उद्भूत होते हैं ।"
56707,अधिकथित अनुपात विज्ञापन की तिथि को यथा विद्यमान नियमों के अनुसार विचारण किये जाने का एक अधिकार है ।
56708,परिवाद पश्चातवर्ती हेतुक से व्यावसायिक प्रतिद्वंद्विता के कहने पर या अपीलार्थी की प्रेरणा पर किया गया था ।
56709,"प्रदर्श 1 रेफरल टिकट है, प्रदर्श 4 श्रृंखला है तथा प्रदर्श 10 चिकित्सकों का नुस्खा है ।"
56710,भविष्य निधि में नियोक्ता का उपदान कर्मचारी के वेतन का 8 प्रतिशत होना था ।
56711,आज याची की सेवानिवृत्ति के उपरांत यह गलती समझ में आ गयी है और वसूली की जानी है ।
56712,यह कथन करना सुसंगत होगा कि 2010 की नियमावली वर्तमान याचीगण के मामले पर लागू नहीं होगी ।
56713,11. मामले के इस पहलू पर विचार करने के लिए माता का साक्ष्य सुसंगत होगा ।
56714,संविधि के अनुसार चयन समिति की बैठक आयोजित करने में प्रत्यर्थीगण की विफलता पर बल दिया गया है ।
56715,अन्य शब्दों में उपयोग संहिता के प्रावधानों के अनुसार अनुज्ञेय है परन्तु इसकी अपनी सीमाएं हैं ।
56716,एकमात्र अपेक्षा यह है कि उन्हें अपेक्षित अनुज्ञप्ति शुल्क जमा करना होगा जिस पर वे आवेदन - पत्र जमा करेंगे ।
56717,सुविधा के उद्देश्य से मैं अवर न्यायालय में यथा विद्यमान पक्षकारों की स्थिति को निर्दिष्ट करूंगा ।
56718,"पैरा 23 में, उसने कथित किया था कि उन्हें अभियुक्तों के हाथों किसी घटना की आशंका नहीं थी ।"
56719,"मेरी राय में, अभिलेख पर लायी गयी सामग्रियों पर अपीलार्थी की दोषसिद्धि को आधार बनाना असुरक्षित होगा ।"
56720,कुल मिलाकर चौबीस दांत ( दुग्ध दांत ) होते हैं एक अनुषंगी बाल तथा प्यूब बाल विकसित नहीं होते हैं ।
56721,इस अंतर्वर्ती आवेदन से संलग्न विभिन्न दस्तावेज दर्शाते हैं कि अपीलार्थीगण वस्तुतः विवादित धारकों के कब्जे में हैं ।
56722,21 - वर्तमान मामले के तथ्य एवं परिस्थितियां उपरोक्त उत्कथित निर्णयों के तथ्यों एवं परिस्थितियों से भिन्न हैं ।
56723,विक्रय विलेख के निष्पादन के डेढ़ वर्षों के उपरांत शेख अरजु द्वारा धन का भुगतान किया गया था ।
56724,"अतएव, रवैये में विपक्षीगण द्वारा सामाजिक संदर्भ की ओर अग्रसर होना समय की आवश्यकता है ।"
56725,याची के अनुसार उक्त कार्यवाही का जारी रहना विधि की प्रक्रिया का घोर उल्लंघन है ।
56726,शव को सारू साह के घर के पश्चिमी हिस्से में अवस्थित जमीन में रखा गया था ।
56727,"5 - तथापि, याचीगण के लिए विद्वान विचारण न्यायालय के समक्ष अधिकारिता का प्रश्न उठाना बेहतर होगा ।"
56728,"2. गर्दन के दायें हिस्से पर "" % "" की दूरी पर लिब्रेशन के दो चिन्ह हैं ।"
56729,वर्तमान मामले में प्रारंभिक डिक्री सिविल प्रक्रिया संहिता द्वारा उपबंधित उपयुक्त प्ररूप में तैयार की गयी थी ।
56730,रिट याचीगण के अनुसार निगम द्वारा कंपनी को चीनी कारखाना का अंतरण दुर्भावना से दूषित है ।
56731,राज्य की लोक सेवाओं के लिए सर्वोत्तम प्रतिभा का चयन करना लोक सेवा आयोग का कर्तव्य है ।
56732,5 - वाणिज्य में संलिप्त होने के अलावा एक तीसरे पक्षकार के अधिकारों का भी प्रश्न है ।
56733,"5 - अतएव, लोक अदालत को या तो वादपूर्व चरण में या न्यायालय द्वारा निर्दिष्ट किया जा सकता है ।"
56734,"इस संदर्भ में बिहार राज्य का शपथ पत्र, विशेषकर पैरा 7 अति महत्वपूर्ण एवं सुसंगत है ।"
56735,अभियुक्त - अपीलार्थीगण के विचारण का यथा संभव यथाशीघ्र समापन किया जाना दोनों पक्षकारों के हित में होगा ।
56736,यह भी निवेदन किया गया है कि विक्रय विलेख वर्ष 1907 का है जिसमें माल हुसेन क्रेता है ।
56737,साथ ही साथ सेवा में सुधार करने में विफल होने की दशा में नियोजन रद्द करने का प्रस्ताव पारित किया गया था ।
56738,4 - गुणावगुणों एवं अन्य सूचना इत्यादि में विसंगति होने पर इस अनुमोदन को रद्द कर दिया गया समझा जायेगा ।
56739,स्वीकृत योजना ( परिशिष्ट 3 ) के अनुसार आधार स्तंभ से इमारत की ऊंचाई 11 मीटर है ।
56740,यह भी अभिलेख का मामला है कि सम्पत्ति के संबंध में बड़ी संख्या में मुकदमें चल रहे हैं ।
56741,यह तभी किया जा सकता है जब माननीय उच्चतम न्यायालय द्वारा अच्छी तरह स्पष्टीकृत परिस्थितियों को विद्यमान पाया जाता है ।
56742,यह न्यायालय रिट याचिका के निस्तारण के प्रयोजनार्थ उक्त तथ्य पर विचार करेगा जो विवादित नहीं है ।
56743,"माननीय मुंगेश्वर साहू, न्यायमूर्ति जगलेश्वर चौधरी एवं अन्य बनाम राम बीका चौधड़ी एवं अन्य ।"
56744,"ऐसे अभिवचन के समर्थन में AIR 2001 SC 2547, AIR 2002 SC 2861 पर भी भरोसा किया गया था ।"
56745,"अश्वनी कुमार सिंह, न्यायमूर्ति. याचीगण की ओर से उपस्थित होनेवाले विद्वान अधिवक्ताओं तथा राज्य के विद्वान वकील को सुना ।"
56746,"तथापि, याची जमा की गयी राशियों के लिए अपने भविष्य निधि खाते में अपने नाम प्राप्त करने का हकदार होगा ।"
56747,राज्य की सेवा में याची के पुत्र को अनुकंपा पर नियोजन का भी प्रस्ताव दिया गया है ।
56748,ऐसे तथ्यों तथा सूचनाओं को अस्वीकार करना न्यायालय का कार्य नहीं है जो अभिलेख का भाग नहीं हैं ।
56749,परिवादी ने यह भी इंगित किया कि प्रश्नाधीन दान विलेख के कारण न्यायालय में अनावश्यक मुकदमें हुए थे ।
56750,"8 - तथापि, अभिकथन के स्वरूप के संबंध में चिकित्सक का साक्ष्य अधिक तात्विक नहीं है ।"
56751,"5 - साक्ष्य का अवलोकन करने पर, एकमात्र अपीलार्थी के विद्वान अधिवक्ता द्वारा प्रस्तुत निवेदन सही प्रतीत होता है ।"
56752,उपधारणा यह होगी कि संपत्तियाँ प्रतिवादीगण की स्वअर्जित संपत्तियां हैं जिनके नाम सम्पत्तियाँ हैं ।
56753,उस कठिनाई की कल्पना करना कठिन नहीं है जो पिछले दो दशकों के दौरान प्रत्यर्थीगण को कारित हुई होगी ।
56754,"यह कि प्रत्यर्थीगण ने एक और वर्ष की अवधि तक उपरोक्त कार्य स्थापन में जारी रखा था, विवादित नहीं है ।"
56755,"पूर्णा देव नारायण सिंह की तीन बहनें बहनोई देवी, शकुंतला देवी एवं कमला देवी थीं ।"
56756,"दुर्भाग्यवश, जवाहर बेगम की मृत्यु हो गयी थी जब प्रत्यर्थी प्रथम समूह / प्रतिवादी का नवजात बच्चा था ।"
56757,प्रस्तुत निर्णय के प्रथम एवं अंतिम पृष्ठ आवश्यक कार्यवाही के लिए विद्वान न्यायमित्र को सौंप दिये जाएं ।
56758,"( ii ) क्या वाद परिसीमा की विधि द्वारा तथा विबंध, अधित्यजन एवं उपमति द्वारा भी वर्जित है?"
56759,उन्होंने एक ओर सामान्य अभिकथन तथा दूसरी ओर आरोप के बीच कोई अंतर नहीं किया था ।
56760,अधिग्रहण के अधीन नगरपालिका की नलकूपों तथा नहर से भी पानी लेकर जमीन की सिंचाई की जाती थी ।
56761,"माननीय आदित्य कुमार त्रिवेदी, न्यायमूर्ति पंचनन शर्मा एवं अन्य बनाम बिहार राज्य"
56762,"अब, अतएव, यह स्वीकृत मामला है कि अभियुक्त महतो एवं रज्जा महतो पृथक थे ।"
56763,अपर मुख्य न्यायिक दंडाधिकारी द्वारा पारित संज्ञान के आदेश द्वारा मार्गनिर्देशित होना उसके लिए अपेक्षित नहीं था ।
56764,"इस प्रकार, यद्यपि मापदंडों को अधिकथित करना राज्य का विशेषाधिकार था, इसे अधिकथीत कर दिया गया है ।"
56765,प्रश्न इसको लेकर है कि इस स्थिति पर वाद मूल्यांकन अधिनियम की धारा 11 का क्या प्रभाव होगा ।
56766,"2 - जैसा कि विचारण में प्रकट किया गया था, अभियोजन का मामला संक्षेप में निम्नवत् है :"
56767,"पहली बार छोटी एवं बड़ी आंत, यकृत एवं गुर्दे समेत आंतरिक विसरा का अवरुद्ध होना था ।"
56768,"माननीय डॉ. रवि रंजन, न्यायमूर्ति मुकेश कुमार बनाम समस्तीपुर क्षेत्रीय ग्रामीण बैंक एवं अन्य"
56769,उसने प्रकट किया थाः आग्नेयायुध की उपहतियां जो तीनों मृतकों की मृत्यु का कारण थी ।
56770,अधिनियम की धारा 173 में प्रत्यर्थीगण द्वारा प्रति अभियोग दाखिल किये जाने का कोई प्रावधान नहीं है ।
56771,पोस्टमार्टम रिपोर्ट ( प्रदर्श - 3 ) में मृतक की आयु लगभग 40 वर्ष दर्शायी गयी है ।
56772,अवर न्यायालय ने वर्तमान मामले में अभिनिर्धारित किया है कि वाद सम्पत्ति अंतरण अधिनियम की धारा
56773,पाठ के सरल पठन पर यह निरुद्धता की अवधि के साथ कोई संबंध रखता हुआ प्रतीत नहीं होता है ।
56774,"माननीय नवनीति प्रसाद सिंह एवं नीलू अग्रवाल, न्यायमूर्तिगण भारत संघ एवं अन्य बनाम शिव नाथ झा"
56775,इसे मामले के समूचे तथ्यों तथा पति एवं पत्नी के बीच वैवाहिक संबंध पर अभिनिर्धारित किया जाना होगा ।
56776,अभियुक्त व्यक्तियों की ओर से इसको लेकर भी प्रश्न किया गया था कि क्या वे बचाव में कुछ कहना चाहेंगे ।
56777,"माननीय नवनीति प्रसाद सिंह एवं नील अग्रवाल, न्यायमूर्तिगण बिहार राज्य एवं अन्य बनाम अनील कुमार सिंह"
